district,elevation,monthly_rainfall_mm,avg_temp_c,soil_nitrogen,soil_phosphorus,soil_potassium,soil_ph,fertilizer_type,drainage_quality,yield_mt_per_hec,recorded_date
Kegalle,Mid,142.7,27.5,54.5,18.9,18.5,5.2,Chemical,Fair,0.855,1784-03-03
Galle,Low,185.6,32.1,49.8,22.4,27.9,5.0,Combo,Good,0.856,1784-02-02
Galle,Low,218.5,29.8,59.6,33.9,24.5,4.8,Combo,Poor,1.144,1784-01-03
Nuwara Eliya,High,276.8,11.9,47.4,12.2,47.8,5.0,Organic,Good,0.538,1783-12-04
Galle,Low,319.8,33.4,23.3,31.2,40.9,5.3,Chemical,Fair,0.415,1783-11-04
Nuwara Eliya,High,198.3,20.8,28.2,22.9,42.7,5.0,Combo,Poor,1.024,1783-10-05
Kalutara,Low,255.4,29.0,27.2,21.0,26.7,4.8,Chemical,Fair,0.552,1783-09-05
Kalutara,Low,301.1,31.9,24.0,18.1,44.1,4.8,Combo,Fair,0.47,1783-08-06
Matale,Mid,232.0,29.2,26.7,18.0,18.0,5.2,Organic,Good,0.418,1783-07-07
Matale,Mid,186.9,25.8,60.0,34.1,59.5,5.0,Combo,Poor,1.585,1783-06-07
Badulla,High,203.7,19.4,29.0,25.5,35.4,4.6,Organic,Fair,0.715,1783-05-08
Badulla,High,116.2,19.9,59.7,11.6,49.5,4.9,Chemical,Poor,1.04,1783-04-08
Galle,Low,121.8,34.0,27.4,27.3,45.6,5.0,Combo,Fair,0.537,1783-03-09
Kalutara,Low,165.7,24.6,37.8,27.0,24.8,4.7,Organic,Good,0.719,1783-02-07
Kegalle,Mid,135.7,29.6,36.2,16.8,29.7,5.2,Organic,Poor,0.497,1783-01-08
Galle,Low,209.1,27.8,53.2,16.8,34.8,5.1,Combo,Good,1.104,1782-12-09
Kegalle,Mid,163.2,24.1,36.1,26.6,29.0,5.0,Combo,Good,0.963,1782-11-09
Nuwara Eliya,High,290.9,14.8,72.7,36.9,39.7,4.6,Organic,Fair,0.879,1782-10-10
Matale,Mid,112.0,23.9,34.9,14.1,15.5,5.2,Chemical,Poor,0.601,1782-09-10
Ratnapura,Low,172.5,32.6,27.3,18.8,47.7,5.2,Organic,Good,0.473,1782-08-11
Matale,Mid,232.8,20.2,49.1,20.6,39.1,5.4,Chemical,Poor,1.102,1782-07-12
Ratnapura,Low,160.7,29.2,46.9,27.6,50.1,5.1,Chemical,Poor,0.951,1782-06-12
Matale,Mid,205.1,24.5,62.6,16.3,53.6,5.2,Chemical,Good,1.408,1782-05-13
Kalutara,Low,256.9,26.7,34.4,10.3,23.8,4.5,Organic,Poor,0.492,1782-04-13
Galle,Low,319.7,30.2,37.8,26.9,22.9,5.0,Organic,Poor,0.43,1782-03-14
Kegalle,Mid,284.4,28.9,21.1,39.0,18.9,4.8,Combo,Poor,0.572,1782-02-12
Kegalle,Mid,155.0,26.5,23.4,28.1,17.2,4.7,Combo,Fair,0.639,1782-01-13
Badulla,High,57.9,16.2,31.5,36.0,34.4,4.7,Organic,Good,0.465,1781-12-14
Ratnapura,Low,293.6,24.7,47.2,25.4,50.7,5.3,Organic,Poor,0.778,1781-11-14
Galle,Low,222.7,26.7,54.0,33.7,41.2,4.9,Combo,Good,1.299,1781-10-15
Nuwara Eliya,High,130.0,16.9,32.2,22.3,45.0,4.7,Combo,Poor,0.778,1781-09-15
Kegalle,Mid,151.8,28.6,27.5,28.1,48.2,4.9,Combo,Good,0.794,1781-08-16
Ratnapura,Low,197.5,24.0,46.3,38.3,15.5,4.9,Organic,Good,0.94,1781-07-17
Matale,Mid,135.6,24.3,67.8,38.2,46.3,5.5,Combo,Fair,1.523,1781-06-17
Kalutara,Low,268.7,28.3,78.5,17.3,33.7,4.9,Organic,Good,0.905,1781-05-18
Kandy,Mid,201.8,19.0,71.3,12.3,16.8,4.9,Organic,Poor,1.043,1781-04-18
Badulla,High,179.2,15.7,23.9,14.0,55.6,4.8,Organic,Fair,0.55,1781-03-19
Kandy,Mid,151.2,22.0,63.9,26.6,16.4,5.2,Chemical,Fair,1.254,1781-02-17
Nuwara Eliya,High,268.4,13.3,75.7,26.9,44.5,4.8,Combo,Good,1.167,1781-01-18
Matale,Mid,174.2,29.7,22.9,30.6,35.3,5.3,Organic,Fair,0.517,1780-12-19
Galle,Low,313.8,25.6,76.5,30.4,54.9,4.9,Organic,Good,0.988,1780-11-19
Galle,Low,138.9,25.0,35.5,32.9,15.3,5.1,Organic,Poor,0.627,1780-10-20
Galle,Low,220.8,32.5,70.2,38.3,39.6,4.9,Chemical,Fair,1.103,1780-09-20
Galle,Low,313.4,25.0,49.8,20.1,17.9,5.1,Chemical,Good,0.733,1780-08-21
Nuwara Eliya,High,228.3,15.8,56.1,10.8,32.4,4.9,Chemical,Fair,0.917,1780-07-22
Kandy,Mid,87.7,24.3,39.9,15.0,29.8,5.0,Chemical,Good,0.663,1780-06-22
Badulla,High,171.3,16.3,42.8,20.6,23.5,5.1,Combo,Good,0.878,1780-05-23
Matale,Mid,169.4,26.7,73.5,23.7,38.0,5.5,Combo,Poor,1.443,1780-04-23
Kandy,Mid,214.7,22.2,42.2,18.8,40.1,5.3,Chemical,Poor,1.102,1780-03-24
Galle,Low,310.6,24.4,28.0,16.9,18.2,5.0,Chemical,Poor,0.495,1780-02-23
Kegalle,Mid,214.0,22.5,70.9,14.8,22.2,5.0,Organic,Fair,1.138,1780-01-24
Badulla,High,107.6,22.8,69.0,39.0,38.9,4.9,Combo,Poor,1.457,1779-12-25
Badulla,High,116.4,15.3,57.6,36.9,17.0,4.8,Chemical,Fair,0.87,1779-11-25
Kegalle,Mid,104.6,23.1,21.6,28.3,32.6,4.9,Chemical,Fair,0.624,1779-10-26
Nuwara Eliya,High,200.5,12.5,74.1,15.0,36.6,5.1,Combo,Poor,1.203,1779-09-26
Badulla,High,227.5,24.0,79.0,38.3,46.0,4.9,Organic,Good,1.397,1779-08-27
Kandy,Mid,119.3,24.4,27.5,24.4,16.5,5.3,Organic,Poor,0.483,1779-07-28
Nuwara Eliya,High,295.6,18.8,72.3,13.9,37.5,4.5,Chemical,Good,1.073,1779-06-28
Matale,Mid,76.0,21.4,58.4,24.6,28.4,5.2,Combo,Good,1.02,1779-05-29
Galle,Low,150.6,30.4,79.0,14.0,52.2,5.3,Combo,Good,1.229,1779-04-29
Matale,Mid,172.4,27.8,41.1,39.9,49.2,5.1,Organic,Poor,0.855,1779-03-30
Ratnapura,Low,298.2,29.1,41.1,38.5,47.2,5.3,Organic,Good,0.644,1779-02-28
Galle,Low,180.1,24.7,78.0,11.1,35.4,5.0,Combo,Fair,1.525,1779-01-29
Galle,Low,145.3,32.4,39.3,27.7,49.2,4.8,Organic,Fair,0.577,1778-12-30
Matale,Mid,74.7,26.1,60.7,16.5,50.8,5.4,Chemical,Good,0.896,1778-11-30
Ratnapura,Low,336.1,31.7,26.5,14.3,54.1,5.2,Combo,Fair,0.454,1778-10-31
Kalutara,Low,148.8,27.5,61.2,32.7,36.5,4.5,Organic,Good,0.919,1778-10-01
Kandy,Mid,221.1,22.4,39.7,11.8,18.2,5.0,Combo,Good,0.908,1778-09-01
Nuwara Eliya,High,167.3,18.1,49.6,37.7,48.9,4.8,Chemical,Fair,1.21,1778-08-02
Ratnapura,Low,276.8,26.8,41.4,22.7,16.0,4.9,Chemical,Fair,0.691,1778-07-03
Galle,Low,200.0,25.4,35.0,19.1,17.5,5.1,Chemical,Fair,0.777,1778-06-03
Ratnapura,Low,331.5,26.3,48.9,22.2,45.1,5.3,Combo,Fair,0.836,1778-05-04
Nuwara Eliya,High,257.3,16.3,65.2,20.3,28.1,5.0,Chemical,Fair,1.003,1778-04-04
Badulla,High,163.3,15.5,74.0,14.1,50.3,4.9,Organic,Poor,0.992,1778-03-05
Badulla,High,96.0,20.2,35.0,18.5,34.4,4.8,Chemical,Good,0.688,1778-02-03
Kalutara,Low,225.2,30.5,69.1,19.2,31.7,4.7,Combo,Good,1.128,1778-01-04
Matale,Mid,255.0,26.5,56.8,14.2,50.6,5.5,Chemical,Good,1.04,1777-12-05
Kandy,Mid,191.5,27.9,50.9,37.4,50.9,5.1,Organic,Good,0.999,1777-11-05
Galle,Low,234.1,26.7,69.7,24.2,60.0,5.2,Combo,Good,1.503,1777-10-06
Galle,Low,291.5,29.1,21.6,31.5,40.3,5.1,Organic,Poor,0.448,1777-09-06
Kalutara,Low,299.8,23.3,46.4,33.1,34.7,4.5,Combo,Good,1.027,1777-08-07
Badulla,High,56.6,17.3,58.1,28.3,18.4,4.6,Chemical,Good,0.74,1777-07-08
Kegalle,Mid,162.0,21.8,72.7,19.2,18.1,4.7,Combo,Fair,1.482,1777-06-08
Badulla,High,240.0,15.8,38.0,23.0,58.1,5.0,Combo,Poor,0.965,1777-05-09
Kandy,Mid,241.3,19.4,25.7,14.4,31.6,5.0,Organic,Poor,0.526,1777-04-09
Kandy,Mid,276.4,23.0,26.6,31.0,40.4,5.3,Organic,Poor,0.647,1777-03-10
Badulla,High,88.4,21.4,76.9,19.9,20.0,4.9,Combo,Poor,1.244,1777-02-08
Kandy,Mid,123.5,21.4,21.8,25.7,45.2,5.0,Organic,Good,0.592,1777-01-09
Kalutara,Low,215.4,27.9,45.3,17.4,54.6,4.9,Combo,Good,1.08,1776-12-10
Galle,Low,286.2,26.2,27.9,10.3,34.1,5.1,Organic,Fair,0.432,1776-11-10
Ratnapura,Low,194.6,27.4,64.1,30.9,42.7,5.1,Combo,Fair,1.463,1776-10-11
Ratnapura,Low,300.7,28.4,69.7,10.8,49.7,4.8,Combo,Good,1.012,1776-09-11
Badulla,High,82.4,16.5,65.5,20.0,29.2,4.7,Chemical,Poor,0.841,1776-08-12
Nuwara Eliya,High,224.0,15.2,57.9,32.7,37.6,5.1,Chemical,Fair,1.118,1776-07-13
Nuwara Eliya,High,136.4,11.7,51.9,28.7,27.8,5.0,Chemical,Fair,0.737,1776-06-13
Galle,Low,176.6,30.0,52.9,17.2,58.9,5.3,Chemical,Poor,0.99,1776-05-14
Badulla,High,176.5,16.3,27.5,22.1,37.4,4.9,Organic,Poor,0.571,1776-04-14
Ratnapura,Low,286.3,24.3,27.4,20.1,47.9,5.0,Combo,Good,0.766,1776-03-15
Kegalle,Mid,140.4,25.2,52.0,23.8,40.0,5.2,Combo,Good,1.135,1776-02-14
Nuwara Eliya,High,135.6,13.9,53.5,38.9,16.3,4.8,Combo,Poor,0.928,1776-01-15
Galle,Low,240.5,25.8,53.8,21.6,56.8,4.8,Combo,Fair,1.271,1775-12-16
Kandy,Mid,109.2,23.2,55.3,19.2,57.3,5.0,Combo,Fair,1.188,1775-11-16
Galle,Low,199.3,29.3,54.6,13.6,24.3,5.3,Combo,Good,0.993,1775-10-17
Ratnapura,Low,319.2,26.6,66.1,38.8,52.3,5.0,Organic,Fair,0.876,1775-09-17
Nuwara Eliya,High,157.5,20.6,60.9,30.7,47.7,4.7,Organic,Good,1.14,1775-08-18
Kalutara,Low,157.9,24.8,36.3,17.5,44.2,4.7,Chemical,Poor,0.865,1775-07-19
Kandy,Mid,93.7,27.6,54.1,29.7,34.4,5.2,Combo,Good,0.912,1775-06-19
Galle,Low,192.9,32.1,41.2,34.6,25.9,5.3,Chemical,Poor,0.78,1775-05-20
Kandy,Mid,100.5,25.9,57.6,39.3,18.2,5.0,Chemical,Fair,0.946,1775-04-20
Kalutara,Low,226.3,28.6,30.9,12.1,56.2,4.5,Organic,Good,0.603,1775-03-21
Kandy,Mid,84.4,19.3,78.2,24.9,47.0,5.2,Combo,Fair,1.304,1775-02-19
Kandy,Mid,256.4,27.7,76.3,34.1,41.7,5.1,Chemical,Poor,1.293,1775-01-20
Badulla,High,217.0,18.8,66.1,35.9,33.1,4.7,Combo,Poor,1.553,1774-12-21
Galle,Low,280.5,30.6,35.4,20.4,25.9,5.0,Combo,Good,0.594,1774-11-21
Galle,Low,242.0,28.8,57.0,20.9,25.9,5.3,Chemical,Fair,0.907,1774-10-22
Nuwara Eliya,High,220.0,18.1,31.8,22.6,25.3,4.5,Chemical,Poor,0.749,1774-09-22
Kandy,Mid,256.3,23.7,24.6,33.9,22.2,5.2,Combo,Poor,0.78,1774-08-23
Matale,Mid,246.1,27.2,61.8,23.8,55.4,5.5,Chemical,Poor,1.181,1774-07-24
Kegalle,Mid,264.5,25.5,66.2,25.8,45.5,5.2,Chemical,Fair,1.23,1774-06-24
Kalutara,Low,310.8,30.7,70.4,38.2,53.2,4.4,Chemical,Good,0.974,1774-05-25
Kalutara,Low,335.6,30.4,35.0,11.8,51.4,4.5,Organic,Fair,0.404,1774-04-25
Badulla,High,226.2,17.0,40.1,31.2,48.1,4.7,Combo,Poor,1.104,1774-03-26
Ratnapura,Low,303.8,28.1,55.7,26.7,40.7,5.3,Chemical,Poor,0.864,1774-02-24
Nuwara Eliya,High,298.3,17.8,47.7,21.0,19.1,5.0,Organic,Good,0.596,1774-01-25
Kalutara,Low,297.7,26.8,20.4,31.6,49.6,4.9,Combo,Fair,0.678,1773-12-26
Ratnapura,Low,260.0,26.6,59.4,19.2,26.3,4.9,Chemical,Poor,0.957,1773-11-26
Matale,Mid,169.6,23.5,58.8,23.9,24.4,5.4,Combo,Good,1.299,1773-10-27
Nuwara Eliya,High,160.6,15.3,37.7,34.4,23.8,5.0,Organic,Fair,0.636,1773-09-27
Nuwara Eliya,High,155.5,15.1,79.8,11.5,15.8,4.8,Chemical,Poor,1.048,1773-08-28
Badulla,High,59.1,20.5,76.5,23.6,38.5,5.1,Organic,Good,0.879,1773-07-29
Kandy,Mid,223.4,26.6,54.1,26.7,41.6,4.9,Organic,Fair,0.938,1773-06-29
Kegalle,Mid,117.4,27.9,28.1,33.8,42.7,4.9,Chemical,Poor,0.691,1773-05-30
Badulla,High,71.9,15.8,47.1,31.0,56.5,5.2,Combo,Fair,0.851,1773-04-30
Kandy,Mid,268.2,26.4,39.4,13.6,34.7,5.5,Combo,Good,0.775,1773-03-31
Galle,Low,187.7,31.3,29.7,21.4,17.1,4.9,Organic,Good,0.449,1773-03-01
Badulla,High,195.0,20.1,54.9,25.7,36.0,4.7,Organic,Poor,1.053,1773-01-30
Nuwara Eliya,High,224.3,12.5,64.6,13.1,51.0,4.7,Chemical,Poor,0.978,1772-12-31
Ratnapura,Low,169.8,24.1,61.6,10.1,55.3,4.7,Combo,Poor,1.386,1772-12-01
Nuwara Eliya,High,239.0,11.6,78.3,33.2,26.0,4.9,Chemical,Good,1.064,1772-11-01
Kegalle,Mid,101.0,30.3,40.2,21.4,39.4,4.8,Chemical,Poor,0.616,1772-10-02
Kandy,Mid,202.9,21.5,62.3,29.5,45.2,5.5,Combo,Poor,1.722,1772-09-02
Ratnapura,Low,347.9,28.3,21.8,21.5,40.4,5.0,Chemical,Good,0.416,1772-08-03
Nuwara Eliya,High,195.6,16.4,46.8,20.1,54.0,4.9,Organic,Fair,0.879,1772-07-04
Nuwara Eliya,High,293.6,11.6,73.8,10.5,45.0,4.9,Organic,Poor,0.657,1772-06-04
Galle,Low,122.3,25.6,54.2,15.5,44.0,5.1,Combo,Good,1.037,1772-05-05
Galle,Low,247.8,26.2,79.0,19.5,47.3,4.9,Chemical,Good,1.37,1772-04-05
Ratnapura,Low,255.6,30.6,72.2,30.1,49.2,5.2,Chemical,Good,1.116,1772-03-06
Kandy,Mid,188.3,23.8,37.8,35.0,25.4,5.4,Organic,Poor,0.848,1772-02-05
Kandy,Mid,135.0,27.9,69.3,34.2,38.0,5.2,Organic,Poor,0.948,1772-01-06
Galle,Low,250.4,31.8,36.7,20.3,42.7,5.1,Chemical,Good,0.638,1771-12-07
Matale,Mid,154.4,24.9,35.9,13.6,28.4,5.2,Combo,Poor,0.794,1771-11-07
Kalutara,Low,173.1,29.8,47.5,36.9,45.6,4.6,Combo,Poor,1.086,1771-10-08
Ratnapura,Low,219.3,29.1,57.3,15.2,42.4,4.9,Chemical,Poor,0.995,1771-09-08
Kegalle,Mid,169.6,29.9,39.3,31.7,59.9,5.2,Combo,Fair,1.016,1771-08-09
Ratnapura,Low,339.3,23.5,52.8,11.1,45.1,5.2,Organic,Fair,0.651,1771-07-10
Galle,Low,299.5,27.1,41.7,20.5,20.8,5.3,Chemical,Poor,0.647,1771-06-10
Kegalle,Mid,269.3,27.4,76.7,16.7,28.5,5.0,Combo,Poor,1.199,1771-05-11
Matale,Mid,178.9,28.6,35.8,29.4,20.0,5.3,Organic,Fair,0.617,1771-04-11
Kegalle,Mid,137.6,24.1,30.4,15.3,44.2,4.9,Combo,Good,0.806,1771-03-12
Nuwara Eliya,High,130.9,19.2,34.8,15.0,25.0,4.8,Combo,Poor,0.72,1771-02-10
Ratnapura,Low,326.9,26.5,65.4,18.0,37.7,4.8,Combo,Fair,0.957,1771-01-11
Kalutara,Low,219.3,29.1,25.2,36.6,19.8,4.7,Combo,Fair,0.715,1770-12-12
Badulla,High,239.1,22.3,60.9,36.2,53.9,4.8,Organic,Fair,1.256,1770-11-12
Matale,Mid,190.9,26.4,51.6,34.0,38.5,5.2,Combo,Fair,1.299,1770-10-13
Nuwara Eliya,High,151.2,14.0,37.8,27.1,37.3,5.0,Combo,Fair,0.801,1770-09-13
Kalutara,Low,238.8,26.6,35.4,26.9,37.5,4.8,Chemical,Good,0.846,1770-08-14
Matale,Mid,148.8,25.1,56.3,29.6,31.5,5.5,Chemical,Poor,1.117,1770-07-15
Kalutara,Low,301.8,31.0,49.1,19.8,29.0,4.5,Chemical,Poor,0.625,1770-06-15
Galle,Low,293.5,33.3,37.9,38.2,46.3,5.3,Combo,Poor,0.679,1770-05-16
Matale,Mid,179.3,26.8,78.2,12.2,53.6,5.2,Chemical,Good,1.412,1770-04-16
Matale,Mid,211.8,28.9,66.6,22.9,15.4,5.5,Organic,Fair,0.87,1770-03-17
Kandy,Mid,232.1,20.4,36.1,13.9,57.5,5.1,Organic,Good,0.794,1770-02-15
Matale,Mid,73.6,29.2,60.8,23.9,18.1,5.1,Combo,Poor,0.777,1770-01-16
Badulla,High,124.0,20.2,24.1,20.3,37.2,5.0,Combo,Poor,0.701,1769-12-17
Ratnapura,Low,169.7,29.1,41.2,14.2,22.3,4.7,Chemical,Fair,0.682,1769-11-17
Galle,Low,295.7,24.2,47.3,22.2,32.8,4.9,Organic,Poor,0.698,1769-10-18
Ratnapura,Low,239.5,27.3,70.5,21.9,21.7,5.1,Organic,Fair,0.925,1769-09-18
Galle,Low,306.3,26.4,76.0,26.5,18.3,5.3,Chemical,Good,1.035,1769-08-19
Galle,Low,264.4,28.8,71.4,20.6,39.8,5.1,Combo,Fair,1.152,1769-07-20
Badulla,High,224.7,23.0,65.5,11.0,26.3,5.2,Organic,Poor,1.006,1769-06-20
Badulla,High,237.5,20.1,68.0,10.4,47.5,5.0,Organic,Poor,1.076,1769-05-21
Kalutara,Low,310.5,24.9,24.4,28.6,23.1,4.9,Organic,Fair,0.45,1769-04-21
Matale,Mid,170.6,22.7,41.8,24.3,42.4,5.5,Combo,Poor,1.187,1769-03-22
Nuwara Eliya,High,176.3,20.2,24.5,39.6,55.3,4.9,Organic,Poor,0.834,1769-02-20
Kalutara,Low,165.1,23.4,44.7,28.5,39.5,4.5,Chemical,Good,1.121,1769-01-21
Nuwara Eliya,High,127.4,15.1,46.7,34.4,27.1,5.1,Combo,Fair,0.879,1768-12-22
Matale,Mid,181.8,21.7,51.4,33.8,47.2,5.6,Organic,Good,1.148,1768-11-22
Badulla,High,141.2,24.1,50.8,37.2,57.2,5.0,Combo,Good,1.369,1768-10-23
Nuwara Eliya,High,266.3,16.9,63.8,12.6,39.9,4.5,Chemical,Good,1.002,1768-09-23
Kalutara,Low,148.9,30.7,34.2,26.5,52.7,4.5,Organic,Good,0.589,1768-08-24
Kandy,Mid,138.3,28.2,62.4,30.1,17.5,5.3,Combo,Fair,1.054,1768-07-25
Badulla,High,166.6,20.0,61.5,29.0,43.6,4.7,Chemical,Good,1.369,1768-06-25
Ratnapura,Low,172.8,27.4,30.1,24.6,18.9,5.1,Combo,Fair,0.722,1768-05-26
Badulla,High,224.2,24.3,27.4,37.1,36.2,4.9,Organic,Good,0.749,1768-04-26
Nuwara Eliya,High,248.5,19.6,39.0,35.6,18.7,4.5,Combo,Poor,0.985,1768-03-27
Matale,Mid,183.2,22.7,76.6,20.9,45.2,5.5,Chemical,Fair,1.643,1768-02-26
Kandy,Mid,265.6,23.6,33.2,14.2,21.5,5.0,Organic,Fair,0.542,1768-01-27
Matale,Mid,168.8,28.9,70.5,10.7,41.8,5.2,Combo,Fair,1.186,1767-12-28
Badulla,High,109.3,24.7,21.5,31.9,43.6,4.8,Organic,Poor,0.556,1767-11-28
Galle,Low,255.3,31.9,39.0,23.3,17.3,4.9,Organic,Fair,0.463,1767-10-29
Kalutara,Low,212.2,30.6,21.3,11.6,47.4,4.5,Organic,Fair,0.437,1767-09-29
Badulla,High,139.0,23.4,69.7,34.3,50.5,4.9,Combo,Poor,1.619,1767-08-30
Ratnapura,Low,318.4,30.5,49.9,17.9,50.9,5.0,Organic,Poor,0.554,1767-07-31
Kegalle,Mid,173.6,30.1,54.3,27.7,18.3,5.2,Combo,Poor,0.967,1767-07-01
Ratnapura,Low,173.3,23.1,59.0,27.0,26.8,5.2,Organic,Poor,1.052,1767-06-01
Galle,Low,199.9,32.4,38.5,38.3,46.2,4.8,Organic,Fair,0.7,1767-05-02
Galle,Low,120.9,28.9,49.7,32.9,58.9,4.9,Chemical,Poor,0.954,1767-04-02
Kegalle,Mid,173.3,23.5,74.7,18.8,59.4,5.1,Organic,Good,1.318,1767-03-03
Nuwara Eliya,High,121.2,19.1,46.4,26.0,15.3,5.1,Combo,Good,0.886,1767-02-01
Kandy,Mid,116.9,28.5,25.8,38.7,47.2,5.5,Combo,Poor,0.757,1767-01-02
Badulla,High,236.0,20.9,37.2,25.1,26.6,4.9,Combo,Fair,0.983,1766-12-03
Kalutara,Low,147.0,23.5,54.4,34.6,54.8,4.8,Organic,Poor,1.068,1766-11-03
Kegalle,Mid,123.5,24.5,63.1,16.6,16.9,4.9,Organic,Good,0.8,1766-10-04
Kandy,Mid,155.3,20.2,40.1,12.0,27.1,5.4,Organic,Fair,0.657,1766-09-04
Nuwara Eliya,High,236.4,18.0,32.4,26.6,54.9,5.0,Combo,Poor,0.99,1766-08-05
Matale,Mid,86.5,23.6,61.4,19.0,36.5,5.3,Combo,Fair,1.061,1766-07-06
Nuwara Eliya,High,255.5,15.8,51.5,30.8,44.0,4.7,Chemical,Good,0.988,1766-06-06
Badulla,High,61.5,20.3,61.6,30.3,48.4,5.1,Chemical,Poor,1.014,1766-05-07
Badulla,High,243.3,15.3,61.5,15.5,22.1,4.9,Chemical,Poor,0.916,1766-04-07
Badulla,High,235.4,20.9,60.6,15.6,45.7,4.9,Combo,Poor,1.399,1766-03-08
Galle,Low,291.2,32.7,58.9,29.7,22.5,4.8,Organic,Good,0.574,1766-02-06
Matale,Mid,142.5,20.6,74.7,32.1,25.1,5.1,Organic,Poor,1.14,1766-01-07
Kandy,Mid,137.7,24.5,46.7,34.2,44.7,5.0,Combo,Good,1.177,1765-12-08
Galle,Low,173.3,25.8,35.8,28.1,38.9,5.1,Chemical,Fair,0.923,1765-11-08
Ratnapura,Low,183.5,27.7,29.7,30.9,53.7,4.7,Combo,Fair,0.975,1765-10-09
Matale,Mid,209.6,21.7,30.4,15.6,16.1,5.4,Chemical,Poor,0.738,1765-09-09
Nuwara Eliya,High,241.9,20.4,69.0,31.7,56.2,5.0,Chemical,Fair,1.535,1765-08-10
Nuwara Eliya,High,214.0,16.9,21.5,15.7,46.1,4.6,Chemical,Good,0.653,1765-07-11
Galle,Low,177.0,24.5,57.0,15.2,40.3,5.4,Combo,Fair,1.29,1765-06-11
Kandy,Mid,237.2,23.0,26.6,22.5,50.6,5.3,Combo,Good,0.946,1765-05-12
Kegalle,Mid,144.4,28.4,78.9,16.1,16.8,4.9,Combo,Poor,1.156,1765-04-12
Nuwara Eliya,High,152.3,11.7,56.8,13.7,19.5,5.0,Chemical,Good,0.7,1765-03-13
Ratnapura,Low,247.6,23.9,43.8,29.4,53.7,5.0,Organic,Good,0.923,1765-02-11
Matale,Mid,185.7,24.8,32.0,21.0,50.5,5.1,Organic,Fair,0.761,1765-01-12
Ratnapura,Low,242.7,23.3,34.6,34.3,36.3,4.7,Chemical,Fair,0.979,1764-12-13
Galle,Low,205.0,33.9,72.7,37.2,54.9,4.9,Combo,Good,1.257,1764-11-13
Kalutara,Low,270.0,32.9,45.7,36.1,45.7,4.9,Combo,Fair,0.818,1764-10-14
Kegalle,Mid,205.0,26.2,61.7,13.6,17.0,5.2,Combo,Fair,1.181,1764-09-14
Kandy,Mid,194.8,23.2,59.7,34.0,30.4,5.4,Combo,Good,1.583,1764-08-15
Nuwara Eliya,High,207.2,14.8,22.9,34.0,35.8,4.6,Combo,Fair,0.776,1764-07-16
Kalutara,Low,191.3,28.1,74.6,21.4,38.0,4.7,Chemical,Fair,1.312,1764-06-16
Ratnapura,Low,205.2,28.7,41.7,32.5,19.9,4.9,Organic,Good,0.713,1764-05-17
Kandy,Mid,190.8,26.1,66.2,28.2,47.3,5.1,Chemical,Fair,1.41,1764-04-17
Ratnapura,Low,173.0,23.9,40.9,29.6,23.6,5.2,Combo,Poor,1.068,1764-03-18
Ratnapura,Low,241.2,27.1,42.3,35.7,34.1,4.9,Combo,Fair,1.028,1764-02-17
Kandy,Mid,154.9,25.3,31.2,10.2,38.8,5.2,Chemical,Good,0.694,1764-01-18
Nuwara Eliya,High,132.3,12.9,25.4,17.9,18.1,4.7,Chemical,Good,0.416,1763-12-19
Badulla,High,166.6,22.1,78.0,14.2,36.4,4.7,Chemical,Good,1.513,1763-11-19
Kegalle,Mid,254.7,28.9,71.9,25.8,31.4,5.2,Organic,Fair,0.892,1763-10-20
Nuwara Eliya,High,263.1,14.5,25.1,38.9,51.7,4.8,Chemical,Good,0.727,1763-09-20
Matale,Mid,186.6,21.7,27.3,29.1,45.6,5.5,Organic,Good,0.814,1763-08-21
Matale,Mid,76.0,28.3,55.0,15.2,54.3,5.3,Chemical,Good,0.764,1763-07-22
Galle,Low,151.1,29.1,68.8,31.6,24.3,5.0,Chemical,Good,1.086,1763-06-22
Badulla,High,63.3,24.9,61.2,33.9,36.1,4.7,Combo,Poor,1.019,1763-05-23
Kalutara,Low,229.4,32.5,30.4,23.9,36.1,4.7,Chemical,Poor,0.584,1763-04-23
Galle,Low,150.4,28.9,46.7,26.5,21.9,5.1,Combo,Fair,0.868,1763-03-24
Kalutara,Low,275.4,27.1,64.5,18.4,40.5,4.8,Chemical,Fair,1.025,1763-02-22
Matale,Mid,71.0,27.7,72.7,18.5,20.7,5.1,Combo,Fair,0.904,1763-01-23
Kegalle,Mid,91.5,24.3,32.6,28.4,29.1,5.0,Combo,Fair,0.746,1762-12-24
Nuwara Eliya,High,293.5,14.1,26.2,13.6,33.1,4.8,Organic,Fair,0.366,1762-11-24
Galle,Low,134.3,32.0,73.8,16.7,39.8,4.9,Chemical,Fair,0.917,1762-10-25
Ratnapura,Low,339.9,24.0,78.6,32.4,56.9,4.9,Organic,Fair,0.978,1762-09-25
Badulla,High,82.1,20.4,29.5,21.6,41.5,4.7,Organic,Poor,0.534,1762-08-26
Kandy,Mid,228.5,25.2,71.5,19.5,51.9,5.1,Combo,Poor,1.553,1762-07-27
Galle,Low,148.0,32.1,67.8,11.5,35.2,5.1,Combo,Good,0.917,1762-06-27
Matale,Mid,158.5,26.5,45.7,23.2,23.6,5.3,Chemical,Fair,0.863,1762-05-28
Ratnapura,Low,153.2,29.5,24.8,35.1,37.7,4.8,Organic,Poor,0.541,1762-04-28
Kandy,Mid,98.4,27.9,74.1,24.4,47.7,5.2,Chemical,Good,1.057,1762-03-29
